account_id,credit_cards,open_date,statement_frequency,district_name,num_customers,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payment,max_balance,min_balance
1204,1,1993-12-03,monthly,Rokycany,1,FALSE,NA,NA,NA,NA,NA,47200,15,124,112206,800
1205,0,1994-10-08,monthly,Opava,1,FALSE,NA,NA,NA,NA,NA,6200,15,103,34401,1100
1206,0,1995-10-21,monthly,Karvina,1,FALSE,NA,NA,NA,NA,NA,6100,15,74,27067,900
1207,0,1993-06-08,monthly,Bruntal,2,FALSE,NA,NA,NA,NA,NA,28635,15,135,78382,700
1208,1,1997-11-09,monthly,Kladno,1,FALSE,NA,NA,NA,NA,NA,27360,15,30,66286,1000
1209,0,1997-10-23,monthly,Cheb,1,FALSE,NA,NA,NA,NA,NA,5353,15,27,25263,900
1210,1,1996-05-21,monthly,Plzen - sever,1,FALSE,NA,NA,NA,NA,NA,30388,15,63,78678,400
1211,0,1996-08-09,monthly,Semily,1,FALSE,NA,NA,NA,NA,NA,16100,15,72,49677,1100
1212,0,1995-12-18,monthly,Karvina,1,FALSE,NA,NA,NA,NA,NA,13100,15,69,36067,900
1213,0,1996-05-08,monthly,Liberec,1,FALSE,NA,NA,NA,NA,NA,4909,12,65,27195,200
1214,0,1997-01-19,monthly,Most,1,FALSE,NA,NA,NA,NA,NA,24782,15,48,71357,500
1215,0,1997-03-04,monthly,Znojmo,1,FALSE,NA,NA,NA,NA,NA,5273,15,45,35286,900
1216,0,1996-03-01,monthly,Vsetin,1,FALSE,NA,NA,NA,NA,NA,9600,15,85,28040,500
1217,0,1993-10-25,monthly,Jesenik,1,FALSE,NA,NA,NA,NA,NA,4050,15,121,29203,200
1218,0,1996-12-12,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,54000,15,52,102297,900
1219,0,1996-06-08,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,18720,15,75,38466,1100
1220,1,1995-07-15,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,5764,15,79,69477,900
1221,0,1997-01-02,monthly,Jicin,2,FALSE,NA,NA,NA,NA,NA,63500,1,54,120834,-1153
1222,0,1993-01-20,monthly,Zdar nad Sazavou,1,FALSE,NA,NA,NA,NA,NA,14300,15,139,47392,700
1223,0,1996-08-10,monthly,Karvina,2,FALSE,NA,NA,NA,NA,NA,19260,15,60,63438,200
1225,1,1993-12-14,monthly,Kladno,1,FALSE,NA,NA,NA,NA,NA,47360,15,123,86140,900
1226,0,1996-10-23,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,8610,15,57,31064,400
1227,1,1996-01-13,monthly,Jesenik,1,FALSE,NA,NA,NA,NA,NA,27520,15,80,63712,900
1228,0,1995-04-09,monthly,Uherske Hradiste,1,FALSE,NA,NA,NA,NA,NA,13700,14,91,48339,400
1229,0,1997-12-10,monthly,Nachod,1,FALSE,NA,NA,NA,NA,NA,23186,15,27,61435,500
1230,1,1997-05-03,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,62800,15,49,143853,700
1231,0,1994-01-18,monthly,Melnik,1,FALSE,NA,NA,NA,NA,NA,52700,15,120,69084,1000
1232,0,1996-07-06,monthly,Rychnov nad Kneznou,2,FALSE,NA,NA,NA,NA,NA,45039,7,44,78495,900
1233,0,1996-02-08,monthly,Tachov,2,FALSE,NA,NA,NA,NA,NA,3390,12,71,21063,3390
1234,0,1993-09-13,monthly,Kutna Hora,1,FALSE,NA,NA,NA,NA,NA,15000,15,129,35032,6390
1235,0,1993-11-23,monthly,Sumperk,1,FALSE,NA,NA,NA,NA,NA,7100,15,119,29723,500
1236,0,1993-05-05,monthly,Prachatice,2,FALSE,NA,NA,NA,NA,NA,37062,6,162,80518,1000
1237,1,1994-03-13,monthly,Nymburk,2,FALSE,NA,NA,NA,NA,NA,64400,15,153,148694,1100
1238,0,1995-10-29,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,12450,15,73,42756,600
1239,0,1993-04-10,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,12300,15,135,34267,900
1240,0,1997-09-11,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,16353,15,32,44667,800
1241,0,1996-07-02,monthly,Blansko,1,FALSE,NA,NA,NA,NA,NA,15040,15,70,32554,200
1242,0,1996-11-24,after every transaction,Ostrava - mesto,1,TRUE,128544,5356,24,C,FALSE,59900,38,69,135761,200
1243,1,1996-01-07,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,46024,15,49,110553,200
1244,0,1996-05-08,monthly,Frydek - Mistek,2,TRUE,35904,748,48,C,FALSE,8200,15,74,34279,900
1245,0,1997-11-12,monthly,Frydek - Mistek,1,FALSE,NA,NA,NA,NA,NA,16455,15,28,55121,1100
1246,0,1994-08-18,monthly,Jihlava,1,FALSE,NA,NA,NA,NA,NA,11000,15,102,42116,1100
1247,0,1993-06-08,monthly,Klatovy,1,TRUE,99696,2077,48,D,TRUE,63600,0,167,146738,-975
1248,0,1995-04-29,monthly,Domazlice,1,FALSE,NA,NA,NA,NA,NA,8900,15,85,33971,600
1249,0,1995-03-30,monthly,Bruntal,1,FALSE,NA,NA,NA,NA,NA,10200,4,114,59170,400
1250,0,1996-03-28,monthly,Uherske Hradiste,1,TRUE,182640,3805,48,C,FALSE,34246,12,68,64412,600
1251,0,1995-07-18,weekly,Chomutov,2,FALSE,NA,NA,NA,NA,NA,59700,6,89,120490,400
1252,0,1995-07-26,weekly,Rakovnik,1,TRUE,148140,4115,36,C,FALSE,37032,26,87,86290,1000
1253,1,1997-04-13,monthly,Kolin,1,FALSE,NA,NA,NA,NA,NA,28800,15,46,80043,700
1254,0,1995-03-28,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,64100,15,116,152484,800
1255,0,1997-07-02,monthly,Frydek - Mistek,1,FALSE,NA,NA,NA,NA,NA,72000,3,37,104284,-2745
1256,0,1994-04-21,monthly,Louny,1,TRUE,71064,1974,36,A,FALSE,22908,15,117,55373,700
1257,1,1995-10-11,monthly,Zdar nad Sazavou,1,FALSE,NA,NA,NA,NA,NA,27958,15,78,67376,500
1258,0,1996-09-01,monthly,Beroun,1,FALSE,NA,NA,NA,NA,NA,4600,9,57,21153,700
1259,0,1997-04-12,monthly,Olomouc,1,FALSE,NA,NA,NA,NA,NA,22008,15,44,48740,500
1260,0,1996-11-17,monthly,Kolin,1,FALSE,NA,NA,NA,NA,NA,20858,15,55,54472,200
1261,1,1995-03-18,monthly,Usti nad Orlici,1,FALSE,NA,NA,NA,NA,NA,34359,15,93,103222,1000
1262,0,1997-01-19,monthly,Rokycany,2,FALSE,NA,NA,NA,NA,NA,12400,15,43,36952,400
1263,0,1996-01-09,weekly,Sokolov,1,FALSE,NA,NA,NA,NA,NA,59700,29,89,145543,200
1264,1,1997-02-16,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,25229,15,46,80128,900
1265,0,1996-02-25,monthly,Semily,1,FALSE,NA,NA,NA,NA,NA,21600,15,66,45137,300
1266,0,1996-07-01,monthly,Hodonin,1,FALSE,NA,NA,NA,NA,NA,38080,15,64,70874,1100
1267,1,1996-08-05,monthly,Hradec Kralove,1,FALSE,NA,NA,NA,NA,NA,29300,15,60,73525,400
1268,0,1993-07-25,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,9000,14,163,55301,800
1269,0,1994-03-28,monthly,Usti nad Orlici,1,FALSE,NA,NA,NA,NA,NA,18194,11,127,58412,400
1270,0,1996-06-07,after every transaction,Brno - venkov,1,TRUE,74772,2077,36,C,FALSE,18696,45,66,45989,500
1271,0,1996-06-18,monthly,Pelhrimov,1,FALSE,NA,NA,NA,NA,NA,9288,15,76,34546,1000
1272,0,1993-05-25,weekly,Teplice,2,FALSE,NA,NA,NA,NA,NA,44664,0,118,112969,-493
1273,1,1994-03-25,monthly,Litomerice,1,FALSE,NA,NA,NA,NA,NA,30728,15,116,93513,500
1274,0,1996-08-19,weekly,Brno - mesto,2,FALSE,NA,NA,NA,NA,NA,62100,1,73,144218,-916
1275,0,1996-06-26,monthly,Ceska Lipa,1,FALSE,NA,NA,NA,NA,NA,14450,15,58,36774,300
1276,0,1993-01-07,monthly,Liberec,1,FALSE,NA,NA,NA,NA,NA,10880,15,176,47374,400
1277,0,1993-06-20,monthly,Tachov,1,FALSE,NA,NA,NA,NA,NA,8450,15,131,31462,1000
1279,0,1997-10-13,monthly,Plzen - sever,1,FALSE,NA,NA,NA,NA,NA,11500,15,27,29049,1000
1280,0,1995-05-03,monthly,Karvina,2,FALSE,NA,NA,NA,NA,NA,8300,15,89,55668,600
1281,0,1997-04-14,monthly,Mlada Boleslav,1,FALSE,NA,NA,NA,NA,NA,21086,15,43,103556,1100
1284,0,1997-07-02,monthly,Brno - venkov,1,TRUE,52512,4376,12,C,FALSE,49972,11,39,120420,1000
1285,0,1993-06-04,monthly,Znojmo,2,FALSE,NA,NA,NA,NA,NA,28558,15,135,67301,300
1286,0,1993-11-23,after every transaction,Zdar nad Sazavou,1,FALSE,NA,NA,NA,NA,NA,63900,4,191,150359,500
1287,0,1995-03-04,monthly,Jablonec n. Nisou,2,FALSE,NA,NA,NA,NA,NA,31569,15,107,101835,600
1288,0,1993-11-27,monthly,Praha - zapad,1,FALSE,NA,NA,NA,NA,NA,8400,15,120,33701,600
1289,0,1996-07-07,monthly,Olomouc,1,FALSE,NA,NA,NA,NA,NA,47040,15,62,93436,500
1291,0,1994-07-04,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,11000,15,109,33091,600
1292,0,1994-09-03,monthly,Beroun,1,FALSE,NA,NA,NA,NA,NA,40160,15,112,78251,1100
1293,0,1996-09-03,monthly,Teplice,1,FALSE,NA,NA,NA,NA,NA,34482,15,58,76987,800
1294,0,1994-11-27,monthly,Novy Jicin,1,FALSE,NA,NA,NA,NA,NA,41700,15,100,63568,300
1295,0,1994-10-28,monthly,Cesky Krumlov,1,FALSE,NA,NA,NA,NA,NA,10600,9,110,33509,600
1296,0,1996-12-02,monthly,Svitavy,2,FALSE,NA,NA,NA,NA,NA,6550,14,51,35638,800
1297,0,1993-07-27,monthly,Karvina,2,FALSE,NA,NA,NA,NA,NA,30767,15,133,111189,400
1298,0,1996-01-20,monthly,Melnik,1,FALSE,NA,NA,NA,NA,NA,20100,15,74,55965,400
1299,0,1993-06-21,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,8400,15,142,31368,200
1301,0,1994-09-15,monthly,Pisek,1,FALSE,NA,NA,NA,NA,NA,46251,5,65,68620,600
1302,0,1993-11-21,monthly,Brno - venkov,1,FALSE,NA,NA,NA,NA,NA,12050,15,119,36916,800
1303,0,1997-09-08,monthly,Cheb,1,FALSE,NA,NA,NA,NA,NA,8103,15,36,46502,1100
1304,1,1996-04-27,monthly,Teplice,2,FALSE,NA,NA,NA,NA,NA,58000,13,73,131152,400
1305,1,1993-08-25,monthly,Hodonin,1,FALSE,NA,NA,NA,NA,NA,37100,15,135,124052,400
1306,0,1995-03-22,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,25574,15,94,56898,600
1307,0,1994-12-05,monthly,Breclav,1,FALSE,NA,NA,NA,NA,NA,20000,15,122,36036,500
1308,0,1996-09-25,monthly,Brno - mesto,2,FALSE,NA,NA,NA,NA,NA,8800,4,51,35251,400
1309,1,1995-04-15,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,59296,15,89,114386,1000
1310,0,1996-02-22,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,17800,15,71,36978,1100
1311,0,1996-01-03,monthly,Prostejov,1,FALSE,NA,NA,NA,NA,NA,29120,15,77,46922,500
1312,0,1994-10-15,monthly,Cheb,1,FALSE,NA,NA,NA,NA,NA,18000,15,97,38562,400
1313,0,1997-10-01,monthly,Jicin,2,FALSE,NA,NA,NA,NA,NA,62300,2,51,165716,200
1314,1,1993-12-03,monthly,Rychnov nad Kneznou,1,FALSE,NA,NA,NA,NA,NA,24996,15,123,83815,600
1315,0,1995-04-17,monthly,Rakovnik,1,FALSE,NA,NA,NA,NA,NA,14112,15,100,53474,900
1316,0,1996-12-13,monthly,Havlickuv Brod,1,FALSE,NA,NA,NA,NA,NA,2973,15,45,20754,300
1317,0,1994-02-18,monthly,Breclav,1,FALSE,NA,NA,NA,NA,NA,13250,15,114,38887,1100
1318,0,1997-12-22,monthly,Breclav,1,TRUE,185544,5154,36,C,FALSE,29159,15,26,70888,200
1319,0,1997-08-08,after every transaction,Breclav,1,FALSE,NA,NA,NA,NA,NA,56100,100,34,131331,1000
1320,0,1996-11-18,monthly,Jihlava,1,FALSE,NA,NA,NA,NA,NA,23000,15,52,58757,1000
1321,0,1997-03-27,monthly,Prostejov,1,FALSE,NA,NA,NA,NA,NA,9600,10,53,34262,200
1322,0,1993-07-05,monthly,Pelhrimov,1,FALSE,NA,NA,NA,NA,NA,6550,15,133,31305,200
1323,0,1996-05-20,monthly,Hradec Kralove,1,FALSE,NA,NA,NA,NA,NA,31538,15,64,85936,600
1324,0,1996-11-05,monthly,Havlickuv Brod,1,FALSE,NA,NA,NA,NA,NA,27380,15,54,75712,300
1325,0,1996-08-08,monthly,Plzen - mesto,1,FALSE,NA,NA,NA,NA,NA,3450,10,59,24549,300
1326,0,1996-11-11,monthly,Usti nad Orlici,1,FALSE,NA,NA,NA,NA,NA,10400,15,60,33782,800
1327,0,1994-08-24,monthly,Znojmo,1,FALSE,NA,NA,NA,NA,NA,49845,14,129,91930,400
1328,1,1996-05-04,monthly,Mlada Boleslav,2,FALSE,NA,NA,NA,NA,NA,48747,15,67,112300,1100
1329,0,1996-09-16,monthly,Blansko,1,TRUE,23520,1960,12,A,FALSE,17642,15,59,44667,500
1330,1,1996-10-22,monthly,Frydek - Mistek,1,FALSE,NA,NA,NA,NA,NA,58600,0,66,133568,-9373
1331,0,1995-01-03,monthly,Kromeriz,2,FALSE,NA,NA,NA,NA,NA,41900,15,98,60793,600
1332,0,1993-03-25,monthly,Kromeriz,1,FALSE,NA,NA,NA,NA,NA,36000,15,140,116646,300
1333,0,1994-09-29,monthly,Tabor,1,FALSE,NA,NA,NA,NA,NA,14644,6,112,43098,300
1334,0,1993-05-14,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,17440,15,147,42323,300
1335,1,1995-09-21,monthly,Brno - mesto,1,FALSE,NA,NA,NA,NA,NA,29600,15,83,60946,200
1336,0,1997-02-26,monthly,Kolin,1,FALSE,NA,NA,NA,NA,NA,26700,11,47,57296,300
1337,0,1993-09-01,monthly,Cheb,1,FALSE,NA,NA,NA,NA,NA,19600,15,176,71903,500
1338,0,1993-01-11,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,61500,15,182,157455,400
1339,0,1997-07-06,monthly,Sumperk,1,FALSE,NA,NA,NA,NA,NA,54500,15,34,103302,900
1340,0,1997-10-28,monthly,Usti nad Orlici,1,FALSE,NA,NA,NA,NA,NA,10500,9,33,30557,1000
1341,0,1995-11-21,monthly,Liberec,1,FALSE,NA,NA,NA,NA,NA,3540,11,71,21610,1100
1342,0,1997-10-09,monthly,Nymburk,1,FALSE,NA,NA,NA,NA,NA,47762,15,34,87446,700
1344,0,1995-07-16,after every transaction,Pribram,1,FALSE,NA,NA,NA,NA,NA,61800,65,101,119110,200
1345,1,1993-10-19,monthly,Plzen - sever,1,FALSE,NA,NA,NA,NA,NA,36480,15,126,87095,200
1346,0,1997-07-01,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,13500,13,41,29869,400
1347,0,1996-11-24,monthly,Mlada Boleslav,2,FALSE,NA,NA,NA,NA,NA,3800,13,48,16871,500
1348,0,1997-11-12,monthly,Brno - venkov,1,FALSE,NA,NA,NA,NA,NA,15144,15,31,60347,300
1349,0,1996-03-05,monthly,Prerov,2,FALSE,NA,NA,NA,NA,NA,7900,15,69,30698,700
1350,0,1996-08-25,weekly,Tabor,1,FALSE,NA,NA,NA,NA,NA,49796,24,61,108718,1000
1351,0,1996-03-29,monthly,Teplice,1,FALSE,NA,NA,NA,NA,NA,4920,15,63,32946,300
1352,0,1994-09-23,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,37200,15,104,88471,500
1353,0,1994-04-21,monthly,Trutnov,1,FALSE,NA,NA,NA,NA,NA,24204,15,115,57363,700
1354,0,1997-06-21,monthly,Tachov,2,FALSE,NA,NA,NA,NA,NA,5500,15,34,22864,1000
1355,0,1997-08-16,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,28419,15,34,72658,1100
1356,0,1997-02-01,monthly,Most,1,FALSE,NA,NA,NA,NA,NA,21800,11,57,36883,1000
1357,0,1995-11-20,monthly,Breclav,2,FALSE,NA,NA,NA,NA,NA,8600,15,100,64822,900
1358,0,1996-04-21,monthly,Most,1,FALSE,NA,NA,NA,NA,NA,19700,15,86,58737,500
1359,0,1993-12-02,monthly,Mlada Boleslav,1,FALSE,NA,NA,NA,NA,NA,14200,3,95,71696,600
1360,1,1994-08-14,monthly,Novy Jicin,1,FALSE,NA,NA,NA,NA,NA,47370,4,143,100726,700
1361,0,1996-12-09,monthly,Nachod,2,FALSE,NA,NA,NA,NA,NA,31514,15,49,69347,1100
1362,0,1996-12-19,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,53200,15,44,110286,1000
1363,0,1997-03-23,monthly,Praha - zapad,1,FALSE,NA,NA,NA,NA,NA,39840,15,44,78381,1000
1365,0,1996-03-15,monthly,Havlickuv Brod,2,FALSE,NA,NA,NA,NA,NA,10000,15,91,71921,300
1366,0,1993-02-24,monthly,Prostejov,1,FALSE,NA,NA,NA,NA,NA,11439,1,167,41307,900
1367,0,1996-08-20,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,18200,15,59,47715,800
1368,0,1996-12-12,monthly,Domazlice,1,FALSE,NA,NA,NA,NA,NA,41600,15,53,133421,1100
1369,0,1996-03-23,monthly,Ceska Lipa,1,FALSE,NA,NA,NA,NA,NA,17422,15,82,59593,400
1370,0,1996-09-25,monthly,Usti nad Orlici,1,FALSE,NA,NA,NA,NA,NA,11500,15,51,49366,600
1371,0,1994-04-27,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,8100,15,109,28667,400
1372,0,1993-03-16,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,44758,15,205,111312,300
1373,0,1993-06-12,monthly,Pardubice,1,FALSE,NA,NA,NA,NA,NA,5790,2,129,25193,500
1374,0,1996-09-26,monthly,Blansko,1,TRUE,389136,8107,48,C,FALSE,72966,15,56,126404,700
1375,0,1994-04-27,monthly,Prachatice,1,TRUE,45336,1889,24,A,FALSE,30436,15,116,93209,800
1376,0,1995-09-20,monthly,Zlin,2,FALSE,NA,NA,NA,NA,NA,7700,15,75,32149,700
1377,0,1996-09-25,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,3800,15,51,20969,300
1378,1,1993-03-04,monthly,Kromeriz,1,FALSE,NA,NA,NA,NA,NA,36628,15,142,114101,1100
1379,1,1997-10-01,monthly,Pardubice,1,FALSE,NA,NA,NA,NA,NA,15645,15,33,50332,700
1380,0,1996-02-19,monthly,Blansko,1,FALSE,NA,NA,NA,NA,NA,35768,15,70,85744,1100
1381,0,1993-11-01,monthly,Hodonin,1,FALSE,NA,NA,NA,NA,NA,5000,15,125,28999,1000
1382,0,1993-08-03,monthly,Rychnov nad Kneznou,1,FALSE,NA,NA,NA,NA,NA,3700,10,131,25243,800
1383,0,1996-04-15,monthly,Praha - zapad,1,FALSE,NA,NA,NA,NA,NA,8400,15,62,50913,1000
1384,0,1996-03-28,weekly,Ostrava - mesto,2,FALSE,NA,NA,NA,NA,NA,59100,1,68,114021,-2264
1385,0,1997-05-08,monthly,Blansko,1,FALSE,NA,NA,NA,NA,NA,26022,15,42,79028,1000
1387,0,1997-01-01,monthly,Bruntal,1,FALSE,NA,NA,NA,NA,NA,15300,2,39,48892,1100
1388,1,1994-05-02,monthly,Rokycany,1,FALSE,NA,NA,NA,NA,NA,40900,15,114,78299,700
1389,0,1997-08-05,monthly,Chomutov,2,TRUE,125472,5228,24,C,FALSE,60900,15,52,117375,800
1390,0,1996-12-30,monthly,Jesenik,1,FALSE,NA,NA,NA,NA,NA,22720,8,59,47088,400
1391,0,1996-12-21,monthly,Cesky Krumlov,1,FALSE,NA,NA,NA,NA,NA,24226,15,50,59291,600
1392,0,1993-04-28,monthly,Prostejov,2,FALSE,NA,NA,NA,NA,NA,57000,14,140,124909,700
1393,0,1996-11-24,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,23840,15,58,49045,600
1394,0,1994-12-27,monthly,Ceska Lipa,1,FALSE,NA,NA,NA,NA,NA,14450,15,93,67266,600
1395,0,1995-11-21,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,16400,15,97,51689,300
1396,1,1996-06-26,monthly,Nachod,1,FALSE,NA,NA,NA,NA,NA,63200,15,88,128388,400
1397,1,1993-03-22,monthly,Pelhrimov,1,FALSE,NA,NA,NA,NA,NA,35680,15,148,62010,700
1398,0,1994-08-18,monthly,Uherske Hradiste,1,FALSE,NA,NA,NA,NA,NA,13400,6,46,48271,1000
1399,0,1996-05-20,monthly,Jicin,1,FALSE,NA,NA,NA,NA,NA,13083,13,76,46881,800
1401,0,1993-08-12,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,14500,15,127,51101,300
1402,0,1993-03-26,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,13509,13,153,50569,400
1403,0,1995-11-02,monthly,Pelhrimov,1,FALSE,NA,NA,NA,NA,NA,23314,15,78,54577,1000
1404,0,1993-09-22,weekly,Melnik,1,FALSE,NA,NA,NA,NA,NA,63900,30,166,146017,400
1405,0,1996-06-04,monthly,Blansko,1,FALSE,NA,NA,NA,NA,NA,11100,13,81,45833,400
1406,0,1994-03-04,monthly,Svitavy,1,FALSE,NA,NA,NA,NA,NA,12700,15,117,33217,200
1407,0,1997-04-11,after every transaction,Prachatice,1,TRUE,125472,5228,24,C,FALSE,64700,45,72,143697,800
1408,1,1996-09-07,monthly,Praha - vychod,2,FALSE,NA,NA,NA,NA,NA,55320,15,57,123851,200
1410,0,1993-09-11,monthly,Ostrava - mesto,1,FALSE,NA,NA,NA,NA,NA,31192,15,130,109922,500
1411,0,1993-07-09,monthly,Brno - mesto,1,FALSE,NA,NA,NA,NA,NA,27400,15,137,111266,600
1412,0,1993-05-18,monthly,Zlin,1,FALSE,NA,NA,NA,NA,NA,21431,15,136,58495,1000
1413,0,1995-06-07,monthly,Znojmo,1,FALSE,NA,NA,NA,NA,NA,21244,15,86,54186,1100
1414,0,1995-01-17,monthly,Jihlava,1,FALSE,NA,NA,NA,NA,NA,23766,15,98,62180,600
1416,0,1993-07-12,weekly,Zdar nad Sazavou,2,FALSE,NA,NA,NA,NA,NA,69400,2,156,139709,-6746
1417,1,1994-12-20,monthly,Prerov,1,FALSE,NA,NA,NA,NA,NA,36346,15,99,115548,200
1418,0,1997-02-09,monthly,Jablonec n. Nisou,2,FALSE,NA,NA,NA,NA,NA,15666,15,49,47213,900
1419,0,1993-12-22,monthly,Decin,1,FALSE,NA,NA,NA,NA,NA,7600,15,118,32613,400
1420,0,1995-06-08,monthly,Frydek - Mistek,1,FALSE,NA,NA,NA,NA,NA,10150,14,87,42305,900
1421,0,1994-10-05,monthly,Novy Jicin,1,FALSE,NA,NA,NA,NA,NA,46883,7,163,85739,1100
1422,0,1993-04-09,monthly,Frydek - Mistek,1,FALSE,NA,NA,NA,NA,NA,11000,15,133,46671,400
1423,0,1995-09-08,monthly,Sumperk,1,FALSE,NA,NA,NA,NA,NA,8116,15,84,37013,900
1424,0,1997-05-20,monthly,Ceska Lipa,1,FALSE,NA,NA,NA,NA,NA,26313,15,40,57384,600
1425,0,1993-07-06,monthly,Sumperk,1,FALSE,NA,NA,NA,NA,NA,28000,15,175,65817,900
1426,0,1995-10-27,monthly,Teplice,1,FALSE,NA,NA,NA,NA,NA,4022,15,73,27655,200
1427,0,1995-10-08,monthly,Pelhrimov,1,FALSE,NA,NA,NA,NA,NA,23520,15,86,76860,1000
1429,0,1993-07-30,monthly,Hodonin,1,FALSE,NA,NA,NA,NA,NA,4620,15,127,33179,1100
1430,0,1997-02-13,monthly,Plzen - mesto,1,FALSE,NA,NA,NA,NA,NA,13000,500,8,22900,800
1431,1,1996-06-11,monthly,Usti nad Labem,1,FALSE,NA,NA,NA,NA,NA,40292,4,104,60510,200
1432,0,1997-07-19,monthly,Plzen - jih,1,FALSE,NA,NA,NA,NA,NA,49008,15,35,99393,1000
1434,0,1997-08-08,monthly,Karvina,1,FALSE,NA,NA,NA,NA,NA,4847,14,35,24536,200
1435,0,1996-12-01,monthly,Hl.m. Praha,2,FALSE,NA,NA,NA,NA,NA,42240,15,52,75328,800
1436,0,1994-12-07,monthly,Beroun,1,FALSE,NA,NA,NA,NA,NA,9000,15,125,53825,500
1437,0,1995-01-13,monthly,Svitavy,1,FALSE,NA,NA,NA,NA,NA,8200,15,104,32464,1000
1438,0,1997-09-18,weekly,Cheb,1,FALSE,NA,NA,NA,NA,NA,47687,28,34,103886,600
1439,0,1996-01-27,monthly,Praha - zapad,1,FALSE,NA,NA,NA,NA,NA,3183,15,67,21716,700
1440,0,1993-09-22,monthly,Brno - venkov,1,FALSE,NA,NA,NA,NA,NA,12600,15,152,32004,500
1441,0,1994-10-25,monthly,Svitavy,1,FALSE,NA,NA,NA,NA,NA,6500,15,98,45210,500
1442,0,1993-05-23,monthly,Cheb,2,FALSE,NA,NA,NA,NA,NA,36400,15,135,65063,300
1443,0,1997-09-27,monthly,Brno - mesto,1,FALSE,NA,NA,NA,NA,NA,29751,15,32,63015,700
1444,0,1996-06-16,monthly,Karvina,1,FALSE,NA,NA,NA,NA,NA,11500,15,81,61180,700
1445,0,1996-03-16,monthly,Prostejov,1,FALSE,NA,NA,NA,NA,NA,10179,15,78,40016,900
1446,1,1995-01-18,monthly,Hodonin,1,FALSE,NA,NA,NA,NA,NA,26780,15,96,99182,1100
1447,0,1997-02-20,monthly,Znojmo,2,TRUE,100080,2085,48,C,FALSE,18762,15,52,48705,300
1448,0,1995-10-07,monthly,Hl.m. Praha,1,FALSE,NA,NA,NA,NA,NA,10100,3,45,26516,1100
1449,1,1993-08-26,monthly,Jablonec n. Nisou,2,FALSE,NA,NA,NA,NA,NA,27500,11,170,63166,800
1450,1,1996-04-07,monthly,Vyskov,1,FALSE,NA,NA,NA,NA,NA,8650,15,67,53500,400
1451,0,1993-06-24,monthly,Zlin,1,FALSE,NA,NA,NA,NA,NA,8500,15,130,36594,1000
1452,0,1995-09-16,monthly,Jicin,1,FALSE,NA,NA,NA,NA,NA,29914,15,80,103890,500
1453,1,1993-09-25,weekly,Trebic,1,FALSE,NA,NA,NA,NA,NA,60500,30,175,154844,600
1454,0,1997-07-25,monthly,Nachod,1,FALSE,NA,NA,NA,NA,NA,12300,200,14,38500,300
1455,0,1996-01-03,monthly,Zdar nad Sazavou,1,FALSE,NA,NA,NA,NA,NA,30560,5,82,45844,-1179
1456,1,1996-04-12,monthly,Nymburk,1,FALSE,NA,NA,NA,NA,NA,64800,15,109,151395,1100
1458,0,1994-01-03,monthly,Rokycany,1,FALSE,NA,NA,NA,NA,NA,27900,15,122,56474,700
1459,0,1997-03-26,monthly,Pribram,1,FALSE,NA,NA,NA,NA,NA,4300,15,39,20338,900
