account_id,open_date,statement_frequency,district_name,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
790,1993-05-11,monthly,Brno - mesto,1,1,True,208128.0,4336.0,48.0,B,True,58100,15,0,147308,-1070
791,1995-12-14,monthly,Semily,1,0,False,,,,,,6800,15,0,27978,700
792,1997-08-13,monthly,Beroun,1,0,False,,,,,,9600,15,0,34008,400
793,1993-01-03,monthly,Pardubice,2,0,False,,,,,,4900,15,0,32247,800
794,1997-04-24,monthly,Vyskov,1,0,False,,,,,,5100,10,0,20714,900
795,1995-01-27,monthly,Klatovy,1,0,False,,,,,,21800,7,0,75695,900
796,1997-02-13,monthly,Hl.m. Praha,1,1,False,,,,,,54800,15,0,118645,700
797,1996-11-20,monthly,Hodonin,1,0,False,,,,,,51394,15,0,107581,900
798,1996-04-22,monthly,Hl.m. Praha,1,0,False,,,,,,10800,15,0,51494,600
799,1993-10-10,monthly,Breclav,2,0,False,,,,,,11400,2,0,23400,200
800,1997-12-06,monthly,Praha - zapad,1,0,False,,,,,,13200,15,0,36366,1100
801,1997-07-23,monthly,Jindrichuv Hradec,1,0,False,,,,,,9600,15,0,33244,300
802,1994-12-20,monthly,Cesky Krumlov,1,0,False,,,,,,14900,15,0,49406,300
803,1995-09-09,monthly,Prachatice,1,0,False,,,,,,66900,3,0,155437,-14628
804,1996-02-06,monthly,Zlin,1,1,False,,,,,,22880,15,0,76735,500
805,1996-12-02,monthly,Praha - vychod,1,0,False,,,,,,31200,5,0,58470,-2400
806,1996-10-29,monthly,Rakovnik,2,0,False,,,,,,8580,15,0,26475,300
808,1995-06-13,monthly,Jesenik,1,0,True,215616.0,4492.0,48.0,D,True,23130,6,0,50125,-4385
809,1995-12-20,monthly,Liberec,1,0,False,,,,,,29427,15,0,58300,900
810,1995-11-11,monthly,Nachod,2,0,False,,,,,,8800,12,0,31081,200
812,1996-08-30,monthly,Hl.m. Praha,1,0,False,,,,,,29324,7,0,70929,1000
813,1993-02-10,monthly,Jindrichuv Hradec,1,0,True,24312.0,2026.0,12.0,A,False,24322,15,0,61338,1100
814,1996-10-06,monthly,Sumperk,1,0,False,,,,,,17100,15,0,39283,300
815,1993-08-25,monthly,Breclav,2,0,False,,,,,,4560,15,0,21167,300
816,1993-08-05,monthly,Usti nad Orlici,1,0,True,48624.0,2026.0,24.0,A,False,60200,15,0,153641,200
817,1994-03-18,monthly,Kolin,1,0,True,538500.0,8975.0,60.0,C,False,32082,15,0,69776,200
819,1995-04-22,monthly,Strakonice,2,1,False,,,,,,28862,15,0,68644,600
820,1995-11-04,monthly,Ostrava - mesto,1,0,False,,,,,,39840,15,0,69070,200
821,1996-03-16,monthly,Prostejov,1,0,False,,,,,,10400,15,0,34556,300
822,1996-10-04,monthly,Teplice,2,0,False,,,,,,17100,15,0,35170,500
823,1997-09-19,monthly,Novy Jicin,1,0,False,,,,,,3284,3,0,25009,1100
824,1996-03-21,monthly,Ceska Lipa,1,0,False,,,,,,12165,15,0,55771,700
825,1996-03-06,monthly,Prachatice,1,1,True,53076.0,4423.0,12.0,A,False,23817,15,0,65122,500
826,1996-10-05,monthly,Chrudim,1,0,False,,,,,,12567,15,0,43603,700
827,1996-02-23,monthly,Liberec,2,0,False,,,,,,4230,15,0,31310,1000
828,1997-02-12,monthly,Hl.m. Praha,1,1,False,,,,,,19917,15,0,53254,1000
829,1996-11-10,monthly,Kromeriz,2,0,False,,,,,,3181,11,0,34294,800
830,1993-02-08,monthly,Ostrava - mesto,2,1,False,,,,,,35040,15,0,95451,200
831,1996-09-18,monthly,Chrudim,1,0,False,,,,,,3700,15,0,21799,1000
832,1996-05-24,monthly,Havlickuv Brod,1,0,False,,,,,,4100,15,0,22456,500
833,1996-08-29,monthly,Tachov,1,0,False,,,,,,5900,12,0,33070,900
834,1997-05-23,monthly,Beroun,1,0,False,,,,,,7400,15,0,24840,900
836,1996-07-28,monthly,Nachod,2,0,False,,,,,,27000,12,0,51280,1100
837,1993-09-18,monthly,Nachod,1,0,False,,,,,,32010,15,0,81694,400
838,1993-10-23,monthly,Pardubice,2,0,False,,,,,,10400,2,0,36400,1100
839,1995-01-17,monthly,Jindrichuv Hradec,1,1,False,,,,,,36828,15,0,92818,500
840,1996-03-12,monthly,Karvina,2,0,False,,,,,,44000,15,0,79941,500
841,1993-11-04,monthly,Hl.m. Praha,1,0,False,,,,,,8200,15,0,56567,800
842,1995-04-07,monthly,Uherske Hradiste,2,0,False,,,,,,7400,15,0,25376,700
843,1997-04-09,monthly,Kutna Hora,1,0,False,,,,,,9800,9,0,28819,900
844,1994-04-28,monthly,Blansko,1,1,False,,,,,,70160,15,0,126302,700
845,1997-12-27,monthly,Ceske Budejovice,1,1,False,,,,,,37368,15,0,86633,300
846,1996-03-09,monthly,Olomouc,1,1,True,187104.0,7796.0,24.0,A,False,58600,3,0,148870,300
847,1996-07-21,monthly,Benesov,1,0,False,,,,,,41682,15,0,93865,900
848,1996-06-16,monthly,Tachov,1,0,False,,,,,,13710,15,0,59279,800
849,1996-01-01,monthly,Hl.m. Praha,1,0,False,,,,,,48778,0,0,111108,-5339
850,1997-03-07,monthly,Klatovy,1,0,False,,,,,,43257,15,0,88616,300
851,1994-09-23,monthly,Cesky Krumlov,1,0,False,,,,,,61800,11,0,153742,200
852,1997-10-23,monthly,Hodonin,1,0,False,,,,,,3570,2,0,19879,1100
853,1996-03-20,monthly,Hl.m. Praha,2,1,False,,,,,,35840,15,0,69821,500
854,1993-09-21,monthly,Uherske Hradiste,1,0,True,87216.0,1817.0,48.0,C,False,15608,15,0,52046,700
855,1994-03-28,monthly,Hl.m. Praha,1,1,False,,,,,,35680,10,0,71758,800
856,1996-03-03,monthly,Benesov,1,1,False,,,,,,19210,15,0,64327,900
857,1993-09-16,monthly,Vsetin,2,0,False,,,,,,6100,15,0,29688,1100
858,1996-07-13,monthly,Usti nad Orlici,1,0,False,,,,,,37120,15,0,81163,900
859,1997-08-26,monthly,Rakovnik,2,0,False,,,,,,16680,15,0,49886,200
860,1993-03-19,monthly,Hl.m. Praha,1,0,False,,,,,,19778,15,0,47988,600
861,1993-09-13,monthly,Domazlice,1,0,False,,,,,,27040,15,0,63139,1000
863,1993-05-16,monthly,Novy Jicin,1,1,False,,,,,,56500,15,0,188348,300
864,1997-07-08,monthly,Olomouc,1,0,False,,,,,,9000,15,0,38792,300
865,1996-03-18,monthly,Pelhrimov,2,0,False,,,,,,4700,15,0,31462,900
866,1993-01-10,monthly,Nymburk,1,0,False,,,,,,28100,15,0,61524,500
867,1997-11-09,monthly,Prostejov,1,0,False,,,,,,48072,3,0,88731,-1351
868,1997-05-26,monthly,Hl.m. Praha,1,0,False,,,,,,14700,15,0,36341,200
869,1996-07-15,monthly,Jindrichuv Hradec,1,0,False,,,,,,10900,500,0,23400,1100
870,1995-03-27,monthly,Karvina,1,0,False,,,,,,10266,10,0,36132,300
871,1996-09-02,monthly,Hl.m. Praha,1,1,False,,,,,,37466,15,0,82101,300
872,1997-01-18,monthly,Plzen - jih,1,0,False,,,,,,15680,15,0,57695,800
873,1997-04-26,monthly,Opava,1,0,True,178500.0,2975.0,60.0,C,False,10416,12,0,39316,1000
875,1995-05-17,monthly,Vyskov,1,0,False,,,,,,6607,15,0,49510,300
876,1997-10-26,monthly,Kladno,1,0,False,,,,,,7900,12,0,22867,1100
877,1996-05-29,monthly,Hl.m. Praha,1,1,False,,,,,,14080,8,0,56198,700
878,1996-06-29,monthly,Usti nad Orlici,1,1,False,,,,,,35124,10,0,74871,600
879,1997-06-04,monthly,Nymburk,1,0,False,,,,,,3300,11,0,17694,500
880,1996-12-08,monthly,Plzen - mesto,2,1,False,,,,,,25352,15,0,64239,700
882,1993-03-06,monthly,Nymburk,2,1,False,,,,,,41000,15,0,84776,300
883,1993-12-17,monthly,Hl.m. Praha,1,0,False,,,,,,24633,15,0,59676,800
884,1993-12-07,monthly,Benesov,1,0,False,,,,,,4800,11,0,29532,3389
885,1993-06-25,monthly,Hl.m. Praha,1,1,False,,,,,,31557,15,0,115837,300
886,1993-06-23,monthly,Hl.m. Praha,1,1,False,,,,,,50000,15,0,119897,900
887,1993-05-05,monthly,Hl.m. Praha,1,0,False,,,,,,10550,15,0,28162,4514
888,1996-10-28,monthly,Brno - mesto,2,0,False,,,,,,10900,15,0,35937,800
889,1997-12-22,monthly,Hradec Kralove,1,0,False,,,,,,4976,15,0,30380,300
890,1993-02-05,monthly,Ceske Budejovice,1,0,False,,,,,,23100,15,0,41862,700
891,1996-05-23,monthly,Chomutov,2,0,False,,,,,,6600,15,0,46293,1000
892,1993-03-20,monthly,Karvina,1,0,False,,,,,,11050,15,0,54945,900
893,1995-04-12,monthly,Blansko,1,0,False,,,,,,46400,15,0,100578,900
894,1995-08-27,monthly,Nachod,1,0,False,,,,,,17900,15,0,33689,800
895,1996-03-12,monthly,Karlovy Vary,1,0,False,,,,,,2966,9,0,21603,600
896,1995-06-11,monthly,Beroun,1,0,False,,,,,,45700,15,0,65186,600
897,1993-04-26,monthly,Louny,1,1,False,,,,,,64500,15,0,146944,600
898,1996-03-27,monthly,Novy Jicin,1,0,False,,,,,,26891,15,0,69388,200
899,1993-06-21,monthly,Olomouc,1,0,False,,,,,,29400,15,0,61612,900
900,1994-04-26,monthly,Rychnov nad Kneznou,2,0,False,,,,,,13388,12,0,41769,1100
901,1994-07-10,monthly,Prostejov,1,0,False,,,,,,4618,15,0,45333,900
902,1993-06-29,monthly,Ostrava - mesto,2,0,False,,,,,,13700,6,0,43025,800
903,1993-12-10,monthly,Pardubice,1,0,False,,,,,,8790,15,0,33437,1100
904,1994-03-20,monthly,Hl.m. Praha,1,1,False,,,,,,27938,15,0,106048,300
905,1996-12-11,monthly,Jablonec n. Nisou,1,0,False,,,,,,13896,15,0,31683,1000
906,1997-12-27,monthly,Kromeriz,1,0,False,,,,,,3361,15,0,19848,800
907,1993-07-09,monthly,Usti nad Labem,1,0,False,,,,,,11700,10,0,33196,300
908,1994-04-29,monthly,Uherske Hradiste,1,0,False,,,,,,49016,5,0,85090,900
909,1997-09-02,monthly,Sokolov,2,0,False,,,,,,2925,9,0,21420,900
910,1997-02-03,monthly,Hl.m. Praha,2,0,False,,,,,,8000,15,0,46627,1100
911,1996-08-12,monthly,Prostejov,1,1,False,,,,,,49983,10,0,106283,600
912,1997-04-27,monthly,Znojmo,1,0,False,,,,,,3499,3,0,25351,400
913,1996-05-10,monthly,Kromeriz,1,0,False,,,,,,24000,15,0,56258,300
914,1993-11-14,monthly,Opava,1,0,False,,,,,,5910,3,0,27453,800
915,1995-01-18,monthly,Olomouc,1,0,True,309552.0,6449.0,48.0,C,False,58041,15,0,121713,700
916,1996-08-13,monthly,Hl.m. Praha,2,0,False,,,,,,23486,15,0,56056,600
917,1995-10-13,monthly,Breclav,2,0,False,,,,,,24960,1,0,56837,300
918,1996-08-23,monthly,Prostejov,1,0,False,,,,,,47352,15,0,75788,400
919,1997-03-03,monthly,Uherske Hradiste,1,0,False,,,,,,16047,15,0,54192,800
920,1996-09-05,monthly,Jihlava,1,0,False,,,,,,6300,15,0,27484,800
921,1996-10-08,monthly,Praha - vychod,1,0,False,,,,,,12100,15,0,44033,500
922,1995-04-27,monthly,Trebic,1,0,False,,,,,,22720,11,0,65796,400
923,1996-02-07,monthly,Rakovnik,1,0,False,,,,,,10050,15,0,30033,5678
924,1995-12-09,monthly,Praha - zapad,1,0,False,,,,,,10100,11,0,26057,400
925,1993-02-23,monthly,Kromeriz,1,0,False,,,,,,27750,15,0,79963,500
926,1996-11-01,monthly,Liberec,1,0,False,,,,,,8300,15,0,32464,1100
927,1997-04-12,monthly,Jesenik,1,0,False,,,,,,17901,15,0,42111,400
928,1993-04-26,monthly,Strakonice,2,0,False,,,,,,40320,15,0,78232,1100
929,1993-07-03,monthly,Brno - mesto,1,0,False,,,,,,13240,15,0,51788,200
930,1993-08-03,monthly,Usti nad Labem,1,0,False,,,,,,25920,15,0,76690,300
931,1993-10-15,monthly,Kromeriz,1,0,False,,,,,,9440,15,0,40923,700
932,1996-07-08,monthly,Strakonice,2,0,False,,,,,,9250,15,0,29502,900
933,1995-11-18,monthly,Tabor,1,0,False,,,,,,11250,15,0,37698,800
934,1997-11-27,monthly,Nymburk,2,0,False,,,,,,12550,4,0,36112,300
935,1996-12-25,monthly,Cheb,1,0,False,,,,,,4600,15,0,22788,500
936,1996-03-02,monthly,Melnik,1,0,False,,,,,,4507,15,0,24562,700
937,1995-08-26,monthly,Hradec Kralove,1,0,False,,,,,,6700,15,0,33466,900
938,1997-12-13,monthly,Karvina,1,0,True,22260.0,371.0,60.0,C,False,12600,15,0,37570,700
939,1994-10-04,monthly,Brno - venkov,2,0,False,,,,,,7290,15,0,24828,1100
940,1994-11-15,monthly,Litomerice,2,1,True,284280.0,4738.0,60.0,C,False,63200,15,0,136560,300
941,1994-06-08,monthly,Mlada Boleslav,1,0,False,,,,,,9800,15,0,37056,200
942,1993-08-16,monthly,Nymburk,1,0,False,,,,,,45515,3,0,81932,800
943,1993-02-03,monthly,Hl.m. Praha,1,0,False,,,,,,8670,14,0,30490,800
944,1993-03-08,monthly,Karvina,2,0,False,,,,,,25390,15,0,69717,16927
945,1996-08-16,monthly,Pisek,1,1,False,,,,,,39594,15,0,96014,600
946,1996-01-01,monthly,Tabor,1,0,False,,,,,,26212,15,0,67965,1100
947,1993-05-17,monthly,Kromeriz,2,0,False,,,,,,36960,15,0,64798,1100
949,1996-02-13,monthly,Jihlava,1,0,False,,,,,,33000,0,0,81900,-502
950,1993-08-26,monthly,Semily,1,1,False,,,,,,63200,15,0,128742,200
951,1996-04-28,monthly,Beroun,1,0,False,,,,,,4479,15,0,30322,1100
952,1997-11-09,monthly,Usti nad Labem,1,0,False,,,,,,18300,15,0,62781,400
953,1995-07-22,monthly,Ceske Budejovice,1,0,False,,,,,,8300,15,0,40595,400
954,1996-01-08,monthly,Ostrava - mesto,1,0,False,,,,,,9800,15,0,46354,1000
955,1996-07-08,monthly,Kromeriz,1,0,False,,,,,,20792,15,0,58275,400
956,1993-12-05,monthly,Ostrava - mesto,1,0,False,,,,,,39049,4,0,83437,400
957,1995-12-22,monthly,Karvina,1,0,False,,,,,,10400,15,0,28892,500
958,1996-06-06,monthly,Olomouc,2,0,False,,,,,,8100,15,0,37038,200
959,1996-02-23,monthly,Hl.m. Praha,1,0,False,,,,,,4900,15,0,25944,1000
961,1997-10-18,monthly,Hl.m. Praha,1,0,False,,,,,,20182,15,0,45514,300
962,1996-06-24,monthly,Zlin,2,0,False,,,,,,23100,15,0,54045,200
963,1996-08-09,monthly,Melnik,1,0,False,,,,,,27759,15,0,87532,500
964,1994-07-08,monthly,Plzen - mesto,1,0,False,,,,,,39873,2,0,90662,400
965,1993-08-25,monthly,Strakonice,1,0,False,,,,,,10600,15,0,34370,700
966,1997-10-14,monthly,Cesky Krumlov,1,0,False,,,,,,3194,15,0,25390,1100
967,1996-08-17,monthly,Cesky Krumlov,1,1,False,,,,,,48666,15,0,128400,900
968,1995-11-11,monthly,Ostrava - mesto,2,0,False,,,,,,16341,15,0,50723,200
969,1994-01-08,monthly,Prachatice,1,1,False,,,,,,34633,5,0,104518,200
970,1997-07-20,monthly,Pisek,1,1,False,,,,,,26022,15,0,77766,400
971,1996-07-18,monthly,Pribram,1,0,False,,,,,,13949,15,0,46335,500
972,1996-09-29,monthly,Nachod,1,0,False,,,,,,5100,8,0,21862,600
973,1994-11-05,monthly,Brno - mesto,2,0,False,,,,,,13650,15,0,45665,600
974,1994-02-25,monthly,Rokycany,1,0,False,,,,,,37137,15,0,86826,500
975,1996-10-19,monthly,Hl.m. Praha,2,0,False,,,,,,6300,15,0,28976,800
976,1996-01-27,monthly,Vsetin,1,0,False,,,,,,42400,13,0,82098,900
977,1993-04-26,monthly,Hl.m. Praha,1,0,False,,,,,,44320,15,0,114688,800
978,1993-08-18,monthly,Opava,1,1,False,,,,,,11900,15,0,93284,1100
979,1993-02-16,monthly,Tabor,1,0,False,,,,,,26871,15,0,63105,1000
980,1996-12-11,monthly,Hl.m. Praha,1,0,False,,,,,,16464,15,0,66098,300
981,1995-03-25,monthly,Zdar nad Sazavou,1,1,False,,,,,,34638,15,0,109893,600
982,1993-02-05,monthly,Brno - mesto,1,0,False,,,,,,16800,15,0,49039,900
984,1996-07-10,monthly,Benesov,1,0,False,,,,,,16692,15,0,46788,200
985,1994-05-29,monthly,Ceska Lipa,2,0,False,,,,,,7950,15,0,30396,900
986,1996-05-02,monthly,Ostrava - mesto,1,0,False,,,,,,13500,15,0,36823,600
987,1996-08-27,monthly,Cesky Krumlov,2,0,False,,,,,,36960,13,0,73967,1100
988,1994-10-22,monthly,Praha - vychod,1,0,False,,,,,,8400,15,0,50257,400
989,1994-03-14,monthly,Prachatice,1,0,False,,,,,,5114,15,0,29011,1000
990,1995-10-11,monthly,Pelhrimov,1,1,False,,,,,,28608,15,0,97505,700
991,1993-05-18,monthly,Most,1,0,False,,,,,,64800,15,0,121246,1100
992,1995-10-01,monthly,Domazlice,1,0,False,,,,,,20000,15,0,45061,700
993,1996-11-14,monthly,Kutna Hora,1,1,True,108720.0,1812.0,60.0,C,False,51300,15,0,123602,1000
994,1995-09-15,monthly,Olomouc,1,0,False,,,,,,48266,6,0,78517,700
995,1995-08-23,monthly,Zlin,1,0,False,,,,,,4740,15,0,30252,1000
996,1997-08-18,monthly,Pardubice,1,0,False,,,,,,6404,15,0,30371,1100
997,1997-05-08,monthly,Brno - mesto,1,0,False,,,,,,11100,15,0,31643,700
998,1993-11-11,monthly,Pardubice,1,1,False,,,,,,87400,15,0,109569,9758
1000,1993-01-25,monthly,Vsetin,1,0,False,,,,,,47022,15,0,102396,200
1002,1996-09-17,monthly,Svitavy,1,0,False,,,,,,8600,15,0,29756,500
1003,1996-10-10,monthly,Plzen - sever,1,0,False,,,,,,31532,15,0,76667,200
1004,1996-07-02,monthly,Karvina,1,0,True,188532.0,5237.0,36.0,C,False,62100,15,0,143846,200
1006,1993-02-08,monthly,Kutna Hora,1,0,False,,,,,,11300,15,0,59040,1000
1007,1996-06-28,monthly,Hl.m. Praha,1,1,False,,,,,,53300,14,0,104968,1000
1008,1996-10-05,monthly,Rakovnik,1,0,False,,,,,,8700,15,0,37132,700
1010,1995-05-01,monthly,Trebic,1,0,False,,,,,,63700,2,0,141422,800
1011,1994-12-17,monthly,Jicin,1,0,True,204000.0,3400.0,60.0,C,False,30604,15,0,99044,400
1012,1994-07-09,monthly,Znojmo,1,0,True,98184.0,4091.0,24.0,A,False,36818,1,0,78911,500
1013,1996-05-13,monthly,Kromeriz,1,0,False,,,,,,3122,15,0,26852,300
1014,1996-03-20,monthly,Ostrava - mesto,1,0,False,,,,,,47875,15,0,69271,800
1015,1997-06-14,monthly,Hl.m. Praha,1,0,False,,,,,,11800,15,0,38938,1100
1016,1993-09-29,monthly,Teplice,1,1,False,,,,,,31846,9,0,119385,600
1017,1994-08-11,monthly,Ceske Budejovice,1,0,False,,,,,,31737,15,0,74560,800
1018,1993-06-03,monthly,Melnik,1,0,False,,,,,,10600,15,0,34048,600
1019,1993-01-21,monthly,Usti nad Orlici,1,1,False,,,,,,29619,15,0,71185,1100
1020,1996-04-09,monthly,Breclav,1,0,False,,,,,,7000,10,0,30473,1100
1021,1996-11-17,monthly,Havlickuv Brod,1,0,False,,,,,,3990,15,0,27435,1000
1023,1993-08-13,monthly,Tabor,1,1,False,,,,,,37280,15,0,67032,1100
1024,1997-05-02,monthly,Prachatice,1,0,False,,,,,,3112,10,0,21041,600
1026,1997-09-03,monthly,Strakonice,2,1,False,,,,,,25760,15,0,72773,1000
1027,1997-07-18,monthly,Frydek - Mistek,1,0,False,,,,,,9300,15,0,23873,800
1028,1996-03-19,monthly,Cheb,2,0,False,,,,,,12200,200,0,24200,400
1029,1996-06-25,monthly,Plzen - mesto,1,0,False,,,,,,63800,15,0,194119,600
1030,1995-11-12,monthly,Hodonin,1,0,False,,,,,,9600,15,0,50026,1100
1031,1995-06-20,monthly,Ostrava - mesto,1,0,False,,,,,,25808,15,0,72294,900
1032,1993-04-26,monthly,Praha - zapad,1,1,False,,,,,,74648,15,0,154149,400
1033,1997-08-05,monthly,Ceska Lipa,1,0,False,,,,,,17286,82,0,39468,1100
1034,1997-04-04,monthly,Opava,1,0,False,,,,,,10700,15,0,42989,1100
1035,1997-04-18,monthly,Opava,1,1,False,,,,,,28530,15,0,79727,700
1036,1996-01-18,monthly,Praha - zapad,1,1,False,,,,,,36248,15,0,88639,600
1037,1997-02-18,monthly,Hl.m. Praha,1,1,False,,,,,,27080,15,0,84214,500
1038,1995-04-20,monthly,Zlin,1,0,False,,,,,,4590,15,0,24500,400
1040,1996-05-18,monthly,Prachatice,1,0,False,,,,,,60400,15,0,127976,1000
1042,1994-04-03,monthly,Hradec Kralove,1,0,False,,,,,,29200,15,0,66650,900
1043,1997-08-13,monthly,Hl.m. Praha,2,1,False,,,,,,36273,15,0,84823,1000
1044,1995-11-09,monthly,Ceske Budejovice,1,1,False,,,,,,22886,15,0,63643,500
1045,1996-05-09,monthly,Beroun,1,0,False,,,,,,10000,15,0,29521,800
1046,1995-04-14,monthly,Hl.m. Praha,1,0,False,,,,,,16655,15,0,51107,700
1047,1994-06-13,monthly,Nachod,1,0,False,,,,,,9764,15,0,37589,800
1048,1993-05-05,monthly,Jablonec n. Nisou,2,0,False,,,,,,5993,15,0,32056,1100
1049,1997-12-04,monthly,Pisek,1,0,False,,,,,,8600,14,0,36081,500
1051,1993-10-21,monthly,Jablonec n. Nisou,2,0,False,,,,,,28000,15,0,61520,800
1052,1993-09-27,monthly,Trebic,1,0,False,,,,,,48867,9,0,77637,200
1053,1994-05-25,monthly,Hodonin,1,0,False,,,,,,31840,15,0,44893,700
1054,1993-02-19,monthly,Praha - vychod,1,0,False,,,,,,18560,15,0,46555,800
1055,1996-12-12,monthly,Rokycany,2,0,False,,,,,,4950,15,0,23416,600
1057,1993-08-23,monthly,Rakovnik,1,0,False,,,,,,8100,15,0,31485,1000
1058,1996-06-11,monthly,Pardubice,1,1,False,,,,,,36420,15,0,86188,1000
1059,1995-05-30,monthly,Mlada Boleslav,1,0,False,,,,,,8500,15,0,23118,1100
1060,1996-10-20,monthly,Kutna Hora,1,0,False,,,,,,43635,87,0,72611,800
1061,1997-10-17,monthly,Chrudim,1,0,False,,,,,,9300,15,0,32196,1000
1062,1993-07-11,monthly,Kutna Hora,1,0,False,,,,,,34764,15,0,87829,1000
1063,1996-09-19,monthly,Frydek - Mistek,1,0,False,,,,,,17600,15,0,89300,200
1064,1997-09-29,monthly,Karvina,1,0,False,,,,,,6700,15,0,31827,500
1065,1993-03-27,monthly,Olomouc,1,0,False,,,,,,38937,10,0,65741,400
1067,1996-09-10,monthly,Chomutov,2,1,False,,,,,,58000,15,0,146318,1000
1068,1997-02-15,monthly,Usti nad Orlici,1,0,True,253200.0,4220.0,60.0,C,False,46619,15,0,96491,1000
1069,1993-07-24,monthly,Karvina,2,0,False,,,,,,4621,15,0,26753,700
1070,1996-04-23,monthly,Uherske Hradiste,1,0,False,,,,,,24626,15,0,53992,200
1072,1997-12-09,monthly,Znojmo,1,0,False,,,,,,20348,15,0,57351,400
1073,1994-02-27,monthly,Opava,1,0,False,,,,,,44960,6,0,103225,1000
1074,1996-05-16,monthly,Kromeriz,1,1,False,,,,,,33016,15,0,105596,1000
1075,1995-07-13,monthly,Jablonec n. Nisou,1,0,False,,,,,,25100,15,0,59107,800
1076,1994-10-30,monthly,Hl.m. Praha,1,0,False,,,,,,19100,6,0,85941,200
1077,1993-03-03,monthly,Ceske Budejovice,1,1,False,,,,,,45544,5,0,98011,1000
1078,1996-07-12,monthly,Hl.m. Praha,2,0,False,,,,,,13450,2,0,29352,800
1079,1993-09-14,monthly,Ostrava - mesto,1,0,False,,,,,,42600,15,0,103468,700
1080,1993-12-27,monthly,Brno - venkov,1,1,False,,,,,,39520,15,0,111580,700
1081,1996-12-21,monthly,Zlin,2,0,False,,,,,,5300,3,0,29617,800
1082,1996-06-08,monthly,Benesov,1,0,False,,,,,,11700,15,0,26598,300
1083,1996-12-06,monthly,Jicin,1,0,True,50976.0,1416.0,36.0,C,False,22240,15,0,48736,400
1085,1997-09-11,monthly,Havlickuv Brod,1,0,False,,,,,,20084,15,0,61356,13389
1086,1996-06-17,monthly,Litomerice,1,0,False,,,,,,2904,15,0,26273,700
1087,1996-06-26,monthly,Brno - venkov,1,0,False,,,,,,26900,15,0,77560,900
1088,1993-12-19,monthly,Ceska Lipa,1,0,False,,,,,,9350,15,0,33303,500
1089,1995-10-10,monthly,Ostrava - mesto,1,0,False,,,,,,26300,15,0,45743,500
1090,1996-10-19,monthly,Jesenik,1,0,False,,,,,,9477,15,0,59616,1000
1091,1993-09-09,monthly,Jindrichuv Hradec,1,0,False,,,,,,11500,3,0,91521,700
1092,1995-06-06,monthly,Usti nad Labem,1,1,False,,,,,,17980,15,0,48616,900
1093,1996-01-14,monthly,Brno - mesto,1,0,True,385104.0,8023.0,48.0,C,False,72206,15,0,121007,1000
1094,1996-07-10,monthly,Jablonec n. Nisou,1,0,False,,,,,,17300,15,0,33222,1000
1095,1997-06-18,monthly,Brno - mesto,2,0,False,,,,,,31610,15,0,72304,400
1096,1997-03-03,monthly,Chomutov,1,0,False,,,,,,6435,15,0,29913,400
1097,1996-06-22,monthly,Bruntal,2,1,False,,,,,,38560,15,0,97800,1000
1098,1993-12-28,monthly,Pardubice,1,0,False,,,,,,13850,13,0,62585,600
1100,1996-09-23,monthly,Jablonec n. Nisou,1,0,False,,,,,,4100,15,0,18190,700
1101,1997-09-22,monthly,Kladno,1,1,False,,,,,,32340,15,0,64523,400
1102,1996-02-19,monthly,Karvina,1,0,False,,,,,,10782,15,0,52604,700
1103,1995-07-09,monthly,Zdar nad Sazavou,1,0,False,,,,,,31444,15,0,76017,16416
1104,1995-12-07,monthly,Most,1,0,False,,,,,,24128,15,0,76519,800
1105,1994-09-01,monthly,Brno - venkov,1,0,False,,,,,,13173,15,0,52000,500
1107,1993-09-08,monthly,Havlickuv Brod,1,0,False,,,,,,11250,15,0,40091,800
1108,1995-03-09,monthly,Plzen - mesto,1,1,False,,,,,,7850,15,0,58224,1000
1109,1994-10-27,monthly,Zdar nad Sazavou,1,0,False,,,,,,26882,13,0,78151,600
1110,1997-07-10,monthly,Brno - mesto,1,0,False,,,,,,22269,15,0,72261,300
1111,1996-02-16,monthly,Kolin,1,0,False,,,,,,35200,15,0,72051,400
1112,1995-02-03,monthly,Rychnov nad Kneznou,1,1,False,,,,,,47520,15,0,113905,900
1113,1996-09-23,monthly,Mlada Boleslav,1,0,False,,,,,,24960,15,0,65921,1100
1115,1993-03-27,monthly,Chomutov,2,0,False,,,,,,9700,15,0,25710,300
1116,1993-07-20,monthly,Hl.m. Praha,1,1,False,,,,,,21920,15,0,62748,900
1117,1996-08-29,monthly,Frydek - Mistek,1,0,False,,,,,,12550,15,0,29039,400
1118,1993-07-04,monthly,Rychnov nad Kneznou,1,0,False,,,,,,20100,15,0,46241,200
1120,1993-10-05,monthly,Hl.m. Praha,2,0,False,,,,,,11000,15,0,33703,900
1121,1996-04-17,monthly,Ceska Lipa,1,1,False,,,,,,26817,15,0,85002,800
1122,1995-08-12,monthly,Rakovnik,1,0,False,,,,,,27700,15,0,50091,500
1123,1993-11-01,monthly,Rakovnik,2,0,False,,,,,,24345,15,0,58965,400
1124,1996-06-02,monthly,Plzen - mesto,1,0,False,,,,,,63600,15,0,136665,900
1126,1993-03-08,monthly,Breclav,1,0,False,,,,,,29000,15,0,61600,1100
